0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000021e-02,9.999833334166664464e-03
2.000000000000000042e-02,1.999866669333308020e-02
2.999999999999999889e-02,2.999550020249566046e-02
4.000000000000000083e-02,3.998933418663416089e-02
5.000000000000000278e-02,4.997916927067833082e-02
5.999999999999999778e-02,5.996400647944459539e-02
7.000000000000000666e-02,6.994284733753276806e-02
8.000000000000000167e-02,7.991469396917269541e-02
8.999999999999999667e-02,8.987854919801104014e-02
1.000000000000000056e-01,9.983341664682815475e-02
1.100000000000000006e-01,1.097783008371748109e-01
1.199999999999999956e-01,1.197122072889193617e-01
1.300000000000000044e-01,1.296341426196948587e-01
1.400000000000000133e-01,1.395431146442364934e-01
1.499999999999999944e-01,1.494381324735992167e-01
1.600000000000000033e-01,1.593182066142459774e-01
1.700000000000000122e-01,1.691823490669960295e-01
1.799999999999999933e-01,1.790295734258241789e-01
1.900000000000000022e-01,1.888588949765005742e-01
2.000000000000000111e-01,1.986693307950612164e-01
2.099999999999999922e-01,2.084598998460995556e-01
2.200000000000000011e-01,2.182296230808693227e-01
2.300000000000000100e-01,2.279775235351884088e-01
2.399999999999999911e-01,2.377026264271345779e-01
2.500000000000000000e-01,2.474039592545229371e-01
2.600000000000000089e-01,2.570805518921551180e-01
2.700000000000000178e-01,2.667314366888311472e-01
2.800000000000000266e-01,2.763556485641137650e-01
2.899999999999999800e-01,2.859522251048355335e-01
2.999999999999999889e-01,2.955202066613395462e-01
3.099999999999999978e-01,3.050586364434434983e-01
3.200000000000000067e-01,3.145665606161177630e-01
3.300000000000000155e-01,3.240430283948683710e-01
3.400000000000000244e-01,3.334870921408144007e-01
3.500000000000000333e-01,3.428978074554513977e-01
3.599999999999999867e-01,3.522742332750899430e-01
3.699999999999999956e-01,3.616154319649619864e-01
3.800000000000000044e-01,3.709204694129826785e-01
3.900000000000000133e-01,3.801884151231614273e-01
4.000000000000000222e-01,3.894183423086505225e-01
4.100000000000000311e-01,3.986093279844229453e-01
4.199999999999999845e-01,4.077604530595701493e-01
4.299999999999999933e-01,4.168708024292107628e-01
4.400000000000000022e-01,4.259394650659996118e-01
4.500000000000000111e-01,4.349655341112302342e-01
4.600000000000000200e-01,4.439481069655197842e-01
4.700000000000000289e-01,4.528862853790683318e-01
4.799999999999999822e-01,4.617791755414829002e-01
4.899999999999999911e-01,4.706258881711580244e-01
5.000000000000000000e-01,4.794255386042030054e-01
5.100000000000000089e-01,4.881772468829074785e-01
5.200000000000000178e-01,4.968801378437367466e-01
5.300000000000000266e-01,5.055333412048469421e-01
5.400000000000000355e-01,5.141359916531131891e-01
5.500000000000000444e-01,5.226872289306592201e-01
5.600000000000000533e-01,5.311861979208833962e-01
5.700000000000000622e-01,5.396320487339693051e-01
5.799999999999999600e-01,5.480239367918735560e-01
5.899999999999999689e-01,5.563610229127837759e-01
5.999999999999999778e-01,5.646424733950353714e-01
6.099999999999999867e-01,5.728674601004812850e-01
6.199999999999999956e-01,5.810351605373050843e-01
6.300000000000000044e-01,5.891447579422695036e-01
6.400000000000000133e-01,5.971954413623921099e-01
6.500000000000000222e-01,6.051864057360395455e-01
6.600000000000000311e-01,6.131168519734337963e-01
6.700000000000000400e-01,6.209859870365597168e-01
6.800000000000000488e-01,6.287930240184685937e-01
6.900000000000000577e-01,6.365371822219679787e-01
7.000000000000000666e-01,6.442176872376911279e-01
7.099999999999999645e-01,6.518337710215366121e-01
7.199999999999999734e-01,6.593846719714731019e-01
7.299999999999999822e-01,6.668696350036978915e-01
7.399999999999999911e-01,6.742879116281450536e-01
7.500000000000000000e-01,6.816387600233341226e-01
7.600000000000000089e-01,6.889214451105513115e-01
7.700000000000000178e-01,6.961352386273567117e-01
7.800000000000000266e-01,7.032794192004101497e-01
7.900000000000000355e-01,7.103532724176078172e-01
8.000000000000000444e-01,7.173560908995227914e-01
8.100000000000000533e-01,7.242871743701425613e-01
8.200000000000000622e-01,7.311458297268959017e-01
8.300000000000000711e-01,7.379313711099627637e-01
8.399999999999999689e-01,7.446431199708593018e-01
8.499999999999999778e-01,7.512804051402927064e-01
8.599999999999999867e-01,7.578425628952769610e-01
8.699999999999999956e-01,7.643289370255050841e-01
8.800000000000000044e-01,7.707388788989693040e-01
8.900000000000000133e-01,7.770717475268238417e-01
9.000000000000000222e-01,7.833269096274834142e-01
9.100000000000000311e-01,7.895037396899504678e-01
9.200000000000000400e-01,7.956016200363660307e-01
9.300000000000000488e-01,8.016199408837771934e-01
9.400000000000000577e-01,8.075581004051143319e-01
9.500000000000000666e-01,8.134155047893737445e-01
9.599999999999999645e-01,8.191915683009982629e-01
9.699999999999999734e-01,8.248857133384500662e-01
9.799999999999999822e-01,8.304973704919704769e-01
9.899999999999999911e-01,8.360259786005205251e-01
1.000000000000000000e+00,8.414709848078965049e-01
1.010000000000000009e+00,8.468318446180151948e-01
1.020000000000000018e+00,8.521080219493629704e-01
1.030000000000000027e+00,8.572989891886033664e-01
1.040000000000000036e+00,8.624042272433384282e-01
1.050000000000000044e+00,8.674232255940169667e-01
1.060000000000000053e+00,8.723554823449862772e-01
1.070000000000000062e+00,8.772005042746816583e-01
1.080000000000000071e+00,8.819578068849475150e-01
1.090000000000000080e+00,8.866269144494872689e-01
1.100000000000000089e+00,8.912073600614354163e-01
1.110000000000000098e+00,8.956986856800476238e-01
1.120000000000000107e+00,9.001004421765050889e-01
1.130000000000000115e+00,9.044121893788259481e-01
1.140000000000000124e+00,9.086334961158832879e-01
1.150000000000000133e+00,9.127639402605211005e-01
1.159999999999999920e+00,9.168031087717668504e-01
1.169999999999999929e+00,9.207505977361356564e-01
1.179999999999999938e+00,9.246060124080203169e-01
1.189999999999999947e+00,9.283689672491666212e-01
1.199999999999999956e+00,9.320390859672262884e-01
1.209999999999999964e+00,9.356160015533858676e-01
1.219999999999999973e+00,9.390993563190676019e-01
1.229999999999999982e+00,9.424888019316974841e-01
1.239999999999999991e+00,9.457839994495389480e-01
1.250000000000000000e+00,9.489846193555862008e-01
1.260000000000000009e+00,9.520903415905157541e-01
1.270000000000000018e+00,9.551008555846922654e-01
1.280000000000000027e+00,9.580158602892249187e-01
1.290000000000000036e+00,9.608350642060726754e-01
1.300000000000000044e+00,9.635581854171929583e-01
1.310000000000000053e+00,9.661849516127339887e-01
1.320000000000000062e+00,9.687151001182652266e-01
1.330000000000000071e+00,9.711483779210445810e-01
1.340000000000000080e+00,9.734845416953193942e-01
1.350000000000000089e+00,9.757233578266590879e-01
1.360000000000000098e+00,9.778646024353162547e-01
1.370000000000000107e+00,9.799080613986141941e-01
1.380000000000000115e+00,9.818535303723597840e-01
1.390000000000000124e+00,9.837008148112765804e-01
1.400000000000000133e+00,9.854497299884602546e-01
1.409999999999999920e+00,9.871001010138503728e-01
1.419999999999999929e+00,9.886517628517197398e-01
1.429999999999999938e+00,9.901045603371777526e-01
1.439999999999999947e+00,9.914583481916864338e-01
1.449999999999999956e+00,9.927129910375884769e-01
1.459999999999999964e+00,9.938683634116448617e-01
1.469999999999999973e+00,9.949243497775809297e-01
1.479999999999999982e+00,9.958808445376400309e-01
1.489999999999999991e+00,9.967377520431434101e-01
1.500000000000000000e+00,9.974949866040544455e-01
1.510000000000000009e+00,9.981524724975481266e-01
1.520000000000000018e+00,9.987101439755829979e-01
1.530000000000000027e+00,9.991679452714760101e-01
1.540000000000000036e+00,9.995258306054790598e-01
1.550000000000000044e+00,9.997837641893569938e-01
1.560000000000000053e+00,9.999417202299663021e-01
1.570000000000000062e+00,9.999996829318346103e-01
1.580000000000000071e+00,9.999576464987400826e-01
1.590000000000000080e+00,9.998156151342908471e-01
1.600000000000000089e+00,9.995736030415051099e-01
1.610000000000000098e+00,9.992316344213905133e-01
1.620000000000000107e+00,9.987897434705239608e-01
1.630000000000000115e+00,9.982479743776324632e-01
1.640000000000000124e+00,9.976063813191736740e-01
1.650000000000000133e+00,9.968650284539188888e-01
1.660000000000000142e+00,9.960239899165367339e-01
1.669999999999999929e+00,9.950833498101802066e-01
1.679999999999999938e+00,9.940432021980759592e-01
1.689999999999999947e+00,9.929036510941184890e-01
1.699999999999999956e+00,9.916648104524685703e-01
1.709999999999999964e+00,9.903268041561580359e-01
1.719999999999999973e+00,9.888897660047014648e-01
1.729999999999999982e+00,9.873538397007164402e-01
1.739999999999999991e+00,9.857191788355534889e-01
1.750000000000000000e+00,9.839859468739369230e-01
1.760000000000000009e+00,9.821543171376184711e-01
1.770000000000000018e+00,9.802244727880454755e-01
1.780000000000000027e+00,9.781966068080446552e-01
1.790000000000000036e+00,9.760709219825242089e-01
1.800000000000000044e+00,9.738476308781951474e-01
1.810000000000000053e+00,9.715269558223152968e-01
1.820000000000000062e+00,9.691091288804563053e-01
1.830000000000000071e+00,9.665943918332975393e-01
1.840000000000000080e+00,9.639829961524480906e-01
1.850000000000000089e+00,9.612752029752998917e-01
1.860000000000000098e+00,9.584712830789141602e-01
1.870000000000000107e+00,9.555715168529439474e-01
1.880000000000000115e+00,9.525761942715953445e-01
1.890000000000000124e+00,9.494856148646304561e-01
1.900000000000000133e+00,9.463000876874144707e-01
1.910000000000000142e+00,9.430199312900104935e-01
1.919999999999999929e+00,9.396454736853249168e-01
1.929999999999999938e+00,9.361770523163061020e-01
1.939999999999999947e+00,9.326150140222004836e-01
1.949999999999999956e+00,9.289597150038693130e-01
1.959999999999999964e+00,9.252115207881682624e-01
1.969999999999999973e+00,9.213708061913954417e-01
1.979999999999999982e+00,9.174379552818098249e-01
1.989999999999999991e+00,9.134133613412251940e-01
2.000000000000000000e+00,9.092974268256817094e-01
2.010000000000000231e+00,9.050905633252008808e-01
2.020000000000000018e+00,9.007931915226272679e-01
